TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,AgeGroup,AmountGroup,Target,PCA1,PCA2
110.17,2023-09-07 16:08:12,Debit,Raleigh,ATM,30.0,Engineer,137.0,1.0,464.2,2024-11-04 08:12:11,Dewasa Muda,Sedang,1,-1.3980915849802684,-0.6550376249120131
632.69,2023-09-12 16:28:38,Debit,Denver,ATM,80.0,Retired,76.0,1.0,4363.74,2024-11-04 08:09:26,Lansia,Besar,2,1.1854117926451282,1.664767089036403
124.35,2023-12-08 16:39:15,Debit,Oklahoma City,ATM,72.0,Retired,90.0,1.0,3319.76,2024-11-04 08:11:35,Lansia,Sedang,0,0.8489450028749683,-0.1563292455915893
43.85,2023-03-13 16:25:34,Debit,Fresno,ATM,62.0,Retired,122.0,1.0,4356.98,2024-11-04 08:07:18,Lansia,Kecil,0,0.62709329996077,-0.7390216496652934
283.81,2023-03-09 16:31:54,Debit,San Diego,Branch,28.0,Student,29.0,1.0,1519.35,2024-11-04 08:10:46,Dewasa Muda,Sedang,1,-1.2076563143731556,1.0003248389790973
168.53,2023-06-14 16:30:42,Debit,San Francisco,ATM,71.0,Retired,112.0,1.0,5962.58,2024-11-04 08:12:09,Lansia,Sedang,0,1.2435308279792097,-0.2299544794969269
218.59,2023-11-27 16:43:28,Credit,Denver,Branch,40.0,Engineer,123.0,1.0,6699.23,2024-11-04 08:07:12,Dewasa Muda,Sedang,3,0.11048757392483963,-0.1613481614620762
132.84,2023-08-21 16:28:17,Debit,Oklahoma City,ATM,21.0,Student,143.0,1.0,822.73,2024-11-04 08:08:40,Remaja,Sedang,1,-1.7075261793565735,-0.6362333335277929
157.37,2023-11-15 16:54:44,Credit,Dallas,Branch,42.0,Doctor,289.0,1.0,13964.31,2024-11-04 08:10:30,Paruh Baya,Sedang,3,1.312489232995705,-2.0256461768858802
144.77,2023-07-17 16:48:23,Debit,Albuquerque,Online,20.0,Student,159.0,1.0,867.32,2024-11-04 08:10:54,Remaja,Sedang,1,-1.7649049616146952,-0.7561895165960362
643.22,2023-05-03 17:04:32,Debit,Atlanta,ATM,64.0,Doctor,93.0,1.0,1035.86,2024-11-04 08:07:46,Lansia,Besar,2,-0.08227714732444341,1.5371342153955558
208.07,2023-07-10 16:51:12,Debit,Oklahoma City,Online,32.0,Doctor,36.0,1.0,8478.9,2024-11-04 08:11:43,Dewasa Muda,Sedang,3,0.23478972208026982,0.6761240390459253
94.3,2023-12-25 17:53:56,Debit,Phoenix,Branch,57.0,Doctor,57.0,1.0,11088.95,2024-11-04 08:08:14,Paruh Baya,Kecil,3,1.7184009863856111,0.078295053976256
295.5,2023-11-23 18:00:00,Debit,Mesa,ATM,59.0,Retired,36.0,1.0,6280.66,2024-11-04 08:07:08,Paruh Baya,Sedang,0,0.8771540037905108,0.955236691823067
30.23,2023-11-06 17:53:25,Debit,Austin,ATM,44.0,Doctor,99.0,1.0,481.13,2024-11-04 08:12:06,Paruh Baya,Kecil,1,-0.757626068936955,-0.5459997019366841
112.05,2023-01-02 16:45:05,Credit,Phoenix,ATM,26.0,Student,159.0,1.0,1122.88,2024-11-04 08:08:31,Dewasa Muda,Sedang,1,-1.4674946078642213,-0.8671636830403674
180.24,2023-07-03 17:03:48,Debit,Phoenix,Branch,58.0,Engineer,144.0,1.0,8431.23,2024-11-04 08:09:17,Paruh Baya,Sedang,3,1.1278506425131631,-0.5061338535793919
13.71,2023-05-30 17:54:22,Credit,Denver,Online,38.0,Engineer,148.0,1.0,8342.79,2024-11-04 08:11:17,Dewasa Muda,Kecil,3,0.37291239934308196,-1.0897418538466248
96.54,2023-03-13 17:26:17,Debit,New York,Branch,58.0,Retired,95.0,1.0,7182.22,2024-11-04 08:10:31,Paruh Baya,Kecil,0,0.9972633135500825,-0.29356228936900497
79.35,2023-01-02 16:45:05,Debit,Los Angeles,Online,67.0,Retired,70.0,1.0,1692.15,2024-11-04 08:09:48,Lansia,Kecil,0,0.39768017652614174,-0.10316266992751083
101.04,2023-07-10 18:16:07,Debit,San Antonio,ATM,27.0,Student,160.0,1.0,1695.57,2024-11-04 08:06:43,Dewasa Muda,Sedang,1,-1.320879836509913,-0.9141889914871684
74.42,2023-11-23 17:23:16,Debit,El Paso,Online,49.0,Engineer,68.0,1.0,6264.21,2024-11-04 08:11:23,Paruh Baya,Kecil,0,0.5164647028757053,-0.09312267177754253
39.66,2023-05-18 16:16:53,Debit,Virginia Beach,Branch,52.0,Engineer,169.0,1.0,8497.34,2024-11-04 08:07:20,Paruh Baya,Kecil,3,0.920510934257822,-1.2194173337128555
99.36,2023-05-09 16:55:54,Debit,Seattle,ATM,40.0,Doctor,46.0,1.0,1272.12,2024-11-04 08:09:15,Dewasa Muda,Kecil,1,-0.7286448884924838,0.2142387561616958
123.85,2023-08-25 18:47:28,Debit,Las Vegas,Online,56.0,Engineer,244.0,1.0,3959.62,2024-11-04 08:06:36,Paruh Baya,Sedang,0,0.12439699973572672,-1.690534926497276
426.93,2023-12-25 17:05:00,Debit,Omaha,ATM,19.0,Student,248.0,1.0,476.19,2024-11-04 08:09:12,Remaja,Besar,1,-2.0993263867250076,-0.7099879184280993
133.73,2023-05-16 16:21:42,Credit,San Jose,Online,25.0,Student,123.0,1.0,1872.22,2024-11-04 08:09:22,Remaja,Sedang,1,-1.331513097084131,-0.4353018408119353
222.39,2023-08-23 16:32:59,Debit,Virginia Beach,Online,49.0,Engineer,73.0,1.0,3117.39,2024-11-04 08:10:52,Paruh Baya,Sedang,0,-0.1171378092245297,0.34802163876118997
215.94,2023-06-05 16:06:43,Credit,Virginia Beach,Online,22.0,Student,140.0,1.0,1841.69,2024-11-04 08:10:45,Remaja,Sedang,1,-1.5097283615817545,-0.3314891133605764
826.23,2023-05-31 16:25:19,Debit,Colorado Springs,ATM,29.0,Doctor,209.0,1.0,7580.59,2024-11-04 08:09:17,Dewasa Muda,Besar,2,-0.5084257119709563,0.9973690459837414
211.36,2023-10-11 16:14:28,Debit,Columbus,Online,35.0,Engineer,67.0,1.0,7936.91,2024-11-04 08:08:50,Dewasa Muda,Sedang,3,0.2133542470649347,0.3761122483233131
131.46,2023-05-15 16:37:12,Debit,Charlotte,Branch,67.0,Retired,258.0,1.0,6642.33,2024-11-04 08:11:30,Lansia,Sedang,0,1.0280192976373297,-1.810372994799217
202.86,2023-05-22 17:24:46,Credit,Memphis,Branch,61.0,Doctor,149.0,1.0,7642.25,2024-11-04 08:08:54,Lansia,Sedang,0,1.0888119217582717,-0.48219425428819934
268.39,2023-06-26 18:25:14,Debit,Miami,ATM,26.0,Student,171.0,1.0,136.74,2024-11-04 08:06:40,Dewasa Muda,Sedang,1,-1.7210130947596354,-0.4687250611948427
137.35,2023-03-29 18:12:17,Credit,Sacramento,Branch,40.0,Doctor,220.0,1.0,12662.66,2024-11-04 08:10:23,Dewasa Muda,Sedang,3,1.0954760127116432,-1.401319691858214
712.75,2023-01-02 16:45:05,Debit,Philadelphia,Branch,44.0,Doctor,25.0,1.0,8126.06,2024-11-04 08:09:52,Paruh Baya,Besar,2,0.4740722052001533,2.4537758901929965
353.82,2023-04-10 17:57:59,Debit,Milwaukee,ATM,42.0,Doctor,143.0,1.0,705.75,2024-11-04 08:06:40,Paruh Baya,Besar,1,-0.9757790290761685,0.0874909191388974
507.25,2023-10-30 17:21:38,Debit,Washington,Branch,45.0,Retired,143.0,1.0,5331.57,2024-11-04 08:11:10,Paruh Baya,Besar,2,-0.07346887930620008,0.5936959396542022
212.74,2023-12-14 18:53:34,Debit,Seattle,Branch,27.0,Engineer,128.0,1.0,7645.47,2024-11-04 08:09:17,Dewasa Muda,Sedang,3,-0.2393623098186099,-0.22555286102890235
364.42,2023-10-10 17:07:27,Debit,Colorado Springs,ATM,51.0,Engineer,146.0,1.0,8119.73,2024-11-04 08:09:16,Paruh Baya,Besar,3,0.7211972037867136,0.08724294264326554
195.12,2023-07-25 17:42:45,Debit,Louisville,ATM,46.0,Doctor,144.0,1.0,6101.15,2024-11-04 08:10:40,Paruh Baya,Sedang,3,0.22151132237957946,-0.45133713440262535
230.61,2023-09-04 16:41:19,Debit,Raleigh,Branch,80.0,Retired,204.0,1.0,2561.42,2024-11-04 08:09:46,Lansia,Sedang,0,0.8385542205345566,-0.9465605244431813
739.28,2023-06-19 16:46:11,Credit,Tucson,Branch,58.0,Doctor,47.0,1.0,11905.64,2024-11-04 08:11:13,Paruh Baya,Besar,2,1.6786351939003554,2.3152062884964755
390.35,2023-09-26 18:36:46,Credit,Omaha,ATM,64.0,Doctor,61.0,1.0,7095.88,2024-11-04 08:10:01,Lansia,Besar,0,1.1555696851364168,1.0174981447731652
242.03,2023-03-13 16:08:41,Debit,Dallas,Online,58.0,Engineer,124.0,1.0,4382.73,2024-11-04 08:07:12,Paruh Baya,Sedang,0,0.39584383530218836,-0.1005612588468513
242.39,2023-11-20 16:29:28,Credit,San Antonio,ATM,18.0,Student,271.0,1.0,1328.73,2024-11-04 08:06:48,Remaja,Sedang,1,-1.9457557025215684,-1.5512174791890145
135.03,2023-02-24 17:00:26,Debit,San Francisco,ATM,23.0,Student,180.0,1.0,1278.0,2024-11-04 08:08:18,Remaja,Sedang,1,-1.5951437867560385,-0.999665639939854
193.54,2023-10-24 16:43:03,Debit,Oklahoma City,Branch,80.0,Retired,267.0,1.0,2929.51,2024-11-04 08:08:26,Lansia,Sedang,0,0.8357046906041041,-1.6990942960768853
617.36,2023-11-21 17:05:17,Debit,Kansas City,Branch,29.0,Engineer,61.0,1.0,8926.38,2024-11-04 08:09:23,Dewasa Muda,Besar,2,0.010488273801842796,1.7838787845497035
775.23,2023-08-07 16:40:02,Credit,Albuquerque,Online,59.0,Doctor,38.0,1.0,5977.59,2024-11-04 08:07:01,Paruh Baya,Besar,2,0.6400586448059133,2.525225475107803
266.57,2023-09-26 17:07:06,Debit,El Paso,ATM,72.0,Retired,100.0,1.0,7676.92,2024-11-04 08:09:17,Lansia,Sedang,0,1.5740014868650647,0.21408760594030013
153.4,2023-03-31 17:36:57,Debit,Mesa,ATM,45.0,Engineer,144.0,1.0,4657.7,2024-11-04 08:08:08,Paruh Baya,Sedang,0,-0.0648911525735348,-0.5888639607927517
5.12,2023-10-13 16:08:26,Debit,New York,Branch,34.0,Engineer,90.0,1.0,3293.01,2024-11-04 08:10:31,Dewasa Muda,Kecil,1,-0.6234212407961935,-0.5357872688194886
119.11,2023-06-30 16:31:46,Debit,Detroit,ATM,57.0,Engineer,131.0,1.0,7998.25,2024-11-04 08:09:48,Paruh Baya,Sedang,3,1.0495100864283822,-0.5783018779029957
119.72,2023-02-03 18:15:15,Debit,Tucson,Branch,30.0,Engineer,123.0,1.0,3435.34,2024-11-04 08:10:20,Dewasa Muda,Sedang,1,-0.8433649932576529,-0.4841519061358418
107.4,2023-06-22 16:47:47,Debit,Virginia Beach,Online,58.0,Doctor,32.0,1.0,344.07,2024-11-04 08:08:03,Paruh Baya,Sedang,0,-0.16541066504912083,0.3735756022552309
115.92,2023-01-17 18:42:28,Debit,Raleigh,ATM,53.0,Retired,57.0,1.0,3897.17,2024-11-04 08:09:02,Paruh Baya,Sedang,0,0.24472002024389375,0.1532307668012586
438.04,2023-08-24 18:54:06,Debit,Philadelphia,ATM,67.0,Retired,247.0,1.0,5358.95,2024-11-04 08:06:33,Lansia,Besar,0,0.694837713513909,-0.6840941558410256
677.29,2023-05-01 18:28:00,Debit,Houston,Online,27.0,Engineer,287.0,1.0,627.79,2024-11-04 08:07:16,Dewasa Muda,Besar,2,-1.8988087958755795,-0.2733371654706757
296.0,2023-05-15 16:25:29,Debit,Las Vegas,Branch,35.0,Doctor,248.0,1.0,7418.82,2024-11-04 08:06:54,Dewasa Muda,Sedang,3,-0.15252770251928005,-1.152092070787377
299.09,2023-01-16 16:14:45,Credit,Boston,Branch,36.0,Engineer,84.0,1.0,5615.26,2024-11-04 08:08:01,Dewasa Muda,Sedang,1,-0.2239530261672394,0.49708822453284895
461.52,2023-05-15 16:40:24,Credit,Denver,Branch,24.0,Student,44.0,1.0,1995.18,2024-11-04 08:08:53,Remaja,Besar,1,-1.3667377118884256,1.4409257943205318
100.52,2023-01-30 17:28:00,Debit,Las Vegas,ATM,50.0,Engineer,110.0,1.0,453.39,2024-11-04 08:11:28,Paruh Baya,Sedang,0,-0.5647906401447943,-0.42544594115089523
85.35,2023-07-05 16:08:25,Debit,Washington,ATM,66.0,Retired,166.0,1.0,2173.76,2024-11-04 08:06:25,Lansia,Kecil,0,0.31577655500319346,-1.042355416990392
79.76,2023-02-06 16:26:29,Debit,Raleigh,Branch,39.0,Engineer,170.0,1.0,6452.14,2024-11-04 08:09:34,Dewasa Muda,Kecil,3,0.015372612059009461,-1.090682695007378
778.49,2023-07-03 16:48:21,Credit,Omaha,Online,75.0,Retired,107.0,1.0,7713.67,2024-11-04 08:09:21,Lansia,Besar,2,1.4993419910660157,1.8394763940279129
386.38,2023-01-24 16:00:14,Debit,Phoenix,Online,42.0,Engineer,135.0,1.0,5528.36,2024-11-04 08:10:06,Paruh Baya,Besar,2,-0.10128600628108247,0.2742541448486081
165.25,2023-11-24 17:11:27,Debit,Sacramento,Online,35.0,Doctor,106.0,1.0,9939.94,2024-11-04 08:11:35,Dewasa Muda,Sedang,3,0.5427203792008882,-0.16690741280411742
14.29,2023-02-28 16:28:25,Debit,Los Angeles,ATM,34.0,Engineer,150.0,1.0,7016.99,2024-11-04 08:08:52,Dewasa Muda,Kecil,3,-0.02996455713949371,-1.1058548240952022
232.79,2023-09-20 17:36:06,Credit,Indianapolis,Branch,55.0,Retired,145.0,1.0,2661.3,2024-11-04 08:11:40,Paruh Baya,Sedang,0,-0.06064347922075529,-0.3394198676730368
92.29,2023-02-15 16:17:59,Debit,Albuquerque,Branch,54.0,Engineer,115.0,1.0,2026.32,2024-11-04 08:11:25,Paruh Baya,Kecil,0,-0.12344680266706394,-0.5046973483926338
293.97,2023-11-13 17:34:15,Debit,Phoenix,Branch,68.0,Retired,153.0,1.0,7371.85,2024-11-04 08:08:57,Lansia,Sedang,0,1.278859624835248,-0.22304225202873393
136.32,2023-10-11 18:50:24,Debit,Miami,Online,19.0,Student,113.0,1.0,264.83,2024-11-04 08:09:24,Remaja,Sedang,1,-1.8499584555632562,-0.32394126474626317
251.06,2023-12-06 17:27:14,Debit,Colorado Springs,Online,36.0,Doctor,34.0,1.0,10001.66,2024-11-04 08:10:13,Dewasa Muda,Sedang,3,0.6571532839327264,0.8365907213063999
50.17,2023-09-18 16:57:44,Credit,Sacramento,ATM,77.0,Retired,35.0,1.0,7752.14,2024-11-04 08:10:59,Lansia,Kecil,0,1.95377470175993,0.14440127589923138
21.4,2023-12-26 16:07:28,Debit,Fresno,Branch,34.0,Engineer,258.0,1.0,9594.11,2024-11-04 08:11:40,Dewasa Muda,Kecil,3,0.29225087793275834,-2.1621798677534074
73.28,2023-03-10 17:33:12,Debit,Boston,Branch,21.0,Student,21.0,1.0,1329.41,2024-11-04 08:10:57,Remaja,Kecil,1,-1.4313657236797974,0.38547327555863253
70.23,2023-09-13 16:18:07,Debit,Memphis,ATM,38.0,Doctor,260.0,1.0,11624.93,2024-11-04 08:07:16,Dewasa Muda,Kecil,3,0.7994162634649213,-2.0224479619527376
689.29,2023-01-06 17:30:07,Debit,El Paso,ATM,22.0,Student,100.0,1.0,168.84,2024-11-04 08:07:49,Remaja,Besar,2,-1.9375485894947264,1.637395443407981
745.03,2023-08-03 17:42:02,Debit,Fort Worth,Online,28.0,Student,231.0,1.0,160.57,2024-11-04 08:09:15,Dewasa Muda,Besar,2,-1.894929847586799,0.5104970918872698
54.61,2023-12-04 16:10:04,Debit,Milwaukee,ATM,58.0,Engineer,160.0,1.0,7135.64,2024-11-04 08:07:19,Paruh Baya,Kecil,0,0.9182506312583647,-1.082095919830832
54.05,2023-04-25 16:53:22,Debit,Louisville,Branch,27.0,Student,146.0,1.0,469.14,2024-11-04 08:11:34,Dewasa Muda,Kecil,1,-1.5075241815797766,-0.9297337451368703
107.47,2023-04-12 17:39:29,Debit,Austin,Online,67.0,Retired,144.0,1.0,7517.5,2024-11-04 08:12:09,Lansia,Sedang,0,1.3472043145661432,-0.750813405964211
219.63,2023-11-10 16:06:27,Debit,Charlotte,ATM,48.0,Doctor,44.0,1.0,8013.63,2024-11-04 08:07:29,Paruh Baya,Sedang,3,0.7720050324314972,0.6279890323502072
188.7,2023-02-10 16:01:04,Debit,New York,Branch,45.0,Retired,123.0,1.0,5077.06,2024-11-04 08:09:59,Paruh Baya,Sedang,0,0.025947154841909112,-0.2621042801157085
93.52,2023-08-14 17:41:24,Debit,Philadelphia,Online,51.0,Engineer,97.0,1.0,2791.2,2024-11-04 08:08:04,Paruh Baya,Kecil,0,-0.08045828350160023,-0.3196723015600864
275.92,2023-09-18 18:47:52,Credit,Nashville,Branch,62.0,Retired,107.0,1.0,1777.38,2024-11-04 08:07:39,Lansia,Sedang,0,0.09161410046556806,0.18058675640941058
376.79,2023-01-30 17:47:18,Debit,Milwaukee,Branch,68.0,Retired,265.0,1.0,7749.14,2024-11-04 08:08:44,Lansia,Besar,0,1.1678459720916137,-1.0679263464722024
8.98,2023-08-21 16:07:13,Debit,Detroit,Online,66.0,Student,56.0,1.0,4516.76,2024-11-04 08:10:53,Lansia,Kecil,0,0.9158817201199387,-0.19669946448922912
697.32,2023-05-11 16:30:04,Debit,Atlanta,Online,68.0,Retired,91.0,1.0,2016.02,2024-11-04 08:11:18,Lansia,Besar,2,0.23736552882687292,1.7345444899154414
17.45,2023-09-13 16:41:19,Debit,Omaha,ATM,18.0,Student,88.0,1.0,1959.52,2024-11-04 08:09:39,Remaja,Kecil,1,-1.504284865202979,-0.46802977866857404
442.74,2023-10-16 17:47:41,Debit,San Diego,Branch,23.0,Student,136.0,1.0,1790.27,2024-11-04 08:09:45,Remaja,Besar,1,-1.5587791398704403,0.45973793667006446
623.9,2023-08-08 17:44:21,Debit,San Jose,ATM,27.0,Student,249.0,1.0,711.47,2024-11-04 08:10:15,Dewasa Muda,Besar,2,-1.813231940544141,-0.07054467012822829
63.41,2023-11-24 17:29:06,Debit,Fort Worth,ATM,26.0,Student,36.0,1.0,1546.22,2024-11-04 08:07:15,Dewasa Muda,Kecil,1,-1.20923009946461,0.20074614016714884
346.85,2023-11-03 18:33:50,Debit,Kansas City,ATM,44.0,Doctor,88.0,1.0,7208.15,2024-11-04 08:10:25,Paruh Baya,Besar,3,0.3605741718402813,0.6117352603346232
71.95,2023-02-13 16:39:52,Credit,Fort Worth,Online,59.0,Engineer,53.0,1.0,9267.32,2024-11-04 08:06:23,Paruh Baya,Kecil,3,1.4807388777734258,0.04378551956613595
7.5,2023-02-17 16:08:54,Debit,Dallas,Online,63.0,Retired,36.0,1.0,6485.78,2024-11-04 08:11:28,Lansia,Kecil,0,1.1812759316434405,-0.0009420198668044354
206.46,2023-11-27 18:26:02,Debit,Virginia Beach,ATM,65.0,Retired,279.0,1.0,3984.38,2024-11-04 08:06:44,Lansia,Sedang,0,0.40969925051290934,-1.7702460490287706
423.11,2023-07-25 18:41:02,Debit,Columbus,ATM,60.0,Engineer,47.0,1.0,412.78,2024-11-04 08:10:58,Paruh Baya,Besar,0,-0.21129954303717038,1.269148021495216
35.84,2023-03-28 17:23:54,Credit,Colorado Springs,Online,54.0,Retired,172.0,1.0,4795.65,2024-11-04 08:10:57,Paruh Baya,Kecil,0,0.32510956074412883,-1.2620434408237846
88.6,2023-02-14 17:01:44,Credit,Raleigh,Branch,28.0,Student,105.0,1.0,246.57,2024-11-04 08:08:47,Dewasa Muda,Kecil,1,-1.466691519136321,-0.4058556556536503
22.46,2023-05-17 16:03:51,Debit,New York,Online,54.0,Retired,78.0,1.0,6631.5,2024-11-04 08:07:46,Paruh Baya,Kecil,0,0.7883079064579597,-0.36740963508375746
334.89,2023-07-20 18:23:13,Debit,Fort Worth,Online,21.0,Student,260.0,1.0,1661.68,2024-11-04 08:08:44,Remaja,Besar,1,-1.7858939115101544,-1.1360414130929322
319.27,2023-07-20 16:58:05,Credit,Omaha,Online,54.0,Retired,59.0,1.0,5504.01,2024-11-04 08:06:35,Paruh Baya,Besar,0,0.4977109483377728,0.8064028073215869
144.3,2023-12-08 17:24:44,Debit,Oklahoma City,ATM,18.0,Student,88.0,1.0,312.19,2024-11-04 08:10:39,Remaja,Sedang,1,-1.850965631515065,-0.047253326605758025
348.7,2023-05-02 17:13:45,Credit,Fresno,Branch,69.0,Retired,149.0,1.0,2445.58,2024-11-04 08:06:58,Lansia,Besar,0,0.40860669877088257,-0.0009780889267915036
366.21,2023-01-12 17:57:06,Debit,Oklahoma City,ATM,62.0,Doctor,181.0,1.0,10862.99,2024-11-04 08:11:36,Lansia,Besar,3,1.6101360656984065,-0.2617619814963699
99.11,2023-05-01 16:58:41,Debit,Philadelphia,Online,55.0,Retired,12.0,1.0,5414.87,2024-11-04 08:09:35,Paruh Baya,Kecil,0,0.6659865658503863,0.5460595219345131
539.35,2023-05-22 17:34:50,Debit,Milwaukee,ATM,55.0,Retired,127.0,1.0,3919.44,2024-11-04 08:11:49,Paruh Baya,Besar,2,0.07715075831412475,0.856170709327073
188.99,2023-06-08 16:43:06,Debit,Oklahoma City,Branch,58.0,Engineer,92.0,1.0,7315.34,2024-11-04 08:07:32,Paruh Baya,Sedang,0,0.990854938899103,0.04278323848386307
710.14,2023-03-08 16:20:43,Debit,El Paso,ATM,26.0,Student,227.0,1.0,465.63,2024-11-04 08:12:20,Dewasa Muda,Besar,2,-1.900744599726966,0.4355961517987194
308.68,2023-02-27 17:14:10,Debit,Milwaukee,Online,53.0,Doctor,170.0,1.0,9992.36,2024-11-04 08:10:16,Paruh Baya,Besar,3,1.1299594329838125,-0.3385847698403782
166.68,2023-03-27 18:47:56,Debit,Mesa,ATM,57.0,Retired,139.0,1.0,5141.19,2024-11-04 08:12:19,Paruh Baya,Sedang,0,0.5021073611498331,-0.49994673481608826
0.99,2023-09-13 16:55:14,Debit,Los Angeles,ATM,45.0,Engineer,133.0,1.0,4317.85,2024-11-04 08:09:12,Paruh Baya,Kecil,0,-0.0550427063325901,-0.9839704811959609
66.58,2023-12-04 17:06:43,Debit,Raleigh,Branch,23.0,Student,79.0,1.0,1636.32,2024-11-04 08:08:48,Remaja,Kecil,1,-1.3704685140805615,-0.21725297361299759
223.43,2023-02-08 17:59:42,Debit,Dallas,Branch,77.0,Retired,178.0,1.0,7932.41,2024-11-04 08:09:38,Lansia,Sedang,0,1.7320273714144556,-0.7105046850644006
659.95,2023-09-20 16:59:45,Debit,Detroit,Online,60.0,Engineer,114.0,1.0,3927.69,2024-11-04 08:06:26,Paruh Baya,Besar,2,0.24975831050407427,1.3837102798055505
634.86,2023-08-10 16:28:55,Debit,Chicago,ATM,27.0,Student,45.0,1.0,588.5,2024-11-04 08:08:00,Dewasa Muda,Besar,2,-1.5690382168913999,2.0044916179591463
286.5,2023-10-23 16:58:04,Credit,Boston,Branch,30.0,Engineer,60.0,1.0,8517.95,2024-11-04 08:09:17,Dewasa Muda,Sedang,3,0.10113308600038534,0.6970257793755423
322.96,2023-11-27 16:21:20,Credit,Philadelphia,Branch,76.0,Retired,168.0,1.0,2401.59,2024-11-04 08:11:24,Lansia,Besar,0,0.6635780874158126,-0.2790416340719645
654.48,2023-08-07 16:37:06,Debit,Columbus,Branch,19.0,Student,114.0,1.0,6776.41,2024-11-04 08:10:17,Remaja,Besar,2,-0.8621763746972563,1.3818579056916032
157.97,2023-06-21 16:00:51,Debit,Philadelphia,Branch,48.0,Doctor,140.0,1.0,5529.92,2024-11-04 08:10:06,Paruh Baya,Sedang,0,0.21652593857971683,-0.5351802029069724
120.9,2023-07-12 16:17:27,Debit,Tucson,Branch,40.0,Doctor,52.0,1.0,9009.42,2024-11-04 08:08:19,Dewasa Muda,Sedang,3,0.6608667576006667,0.22390850339838092
254.77,2023-01-18 16:47:29,Debit,Denver,Branch,57.0,Engineer,57.0,1.0,5994.87,2024-11-04 08:07:07,Paruh Baya,Sedang,0,0.7330261890048296,0.6112762461822951
795.96,2023-09-28 17:53:43,Debit,Raleigh,Online,65.0,Retired,119.0,1.0,5468.58,2024-11-04 08:08:26,Lansia,Besar,2,0.671137430690164,1.7820893750780564
149.25,2023-04-10 16:38:45,Debit,Omaha,ATM,39.0,Engineer,142.0,1.0,5677.52,2024-11-04 08:07:41,Dewasa Muda,Sedang,3,-0.11418104197565644,-0.5803856367763273
3.42,2023-09-25 16:14:35,Credit,San Antonio,Branch,43.0,Doctor,158.0,1.0,14180.21,2024-11-04 08:08:48,Paruh Baya,Kecil,3,1.6228549338920673,-1.227168900507021
68.19,2023-03-14 16:07:32,Credit,Fresno,Online,40.0,Doctor,189.0,1.0,9895.1,2024-11-04 08:07:50,Dewasa Muda,Kecil,3,0.6597190207568944,-1.3200993913746297
493.42,2023-06-14 17:21:32,Debit,Baltimore,Branch,39.0,Engineer,111.0,1.0,2232.84,2024-11-04 08:10:01,Dewasa Muda,Besar,2,-0.8274992687380567,0.8708345215072302
37.57,2023-04-26 18:35:50,Debit,El Paso,ATM,57.0,Retired,42.0,1.0,7739.54,2024-11-04 08:09:21,Paruh Baya,Kecil,0,1.1510736188619954,0.04094569278844641
96.89,2023-03-16 16:02:01,Debit,Fort Worth,ATM,59.0,Student,53.0,1.0,6044.93,2024-11-04 08:11:06,Paruh Baya,Kecil,0,0.8860469091616026,0.12717233433503353
448.33,2023-05-01 16:11:56,Debit,Atlanta,ATM,25.0,Student,161.0,1.0,922.19,2024-11-04 08:09:44,Remaja,Besar,1,-1.6721429845067464,0.22779682723932587
8.65,2023-06-05 17:08:37,Debit,Las Vegas,Online,48.0,Doctor,273.0,1.0,10778.35,2024-11-04 08:09:03,Paruh Baya,Kecil,3,1.0493296244018335,-2.360386140237309
65.57,2023-04-06 17:24:16,Debit,Miami,Online,41.0,Engineer,82.0,1.0,4734.110000000001,2024-11-04 08:06:26,Paruh Baya,Kecil,0,-0.0950852628084588,-0.2587135543440442
539.81,2023-02-21 16:14:16,Debit,San Francisco,Online,46.0,Engineer,177.0,1.0,2051.25,2024-11-04 08:09:05,Paruh Baya,Besar,2,-0.68684672596935,0.3621562898610471
363.53,2023-01-18 17:03:54,Debit,Kansas City,ATM,63.0,Retired,142.0,1.0,1038.91,2024-11-04 08:10:57,Lansia,Besar,0,-0.08193351202801986,0.12092171541821888
64.9,2023-02-14 16:23:39,Credit,Detroit,Branch,51.0,Retired,72.0,1.0,6854.61,2024-11-04 08:10:18,Paruh Baya,Kecil,0,0.701551453171025,-0.16560729771869806
358.18,2023-04-10 16:44:52,Debit,Boston,ATM,18.0,Student,157.0,1.0,619.86,2024-11-04 08:07:58,Remaja,Besar,1,-1.9665894275672013,-0.028043576497861624
167.2,2023-01-18 17:53:37,Debit,San Antonio,Branch,30.0,Doctor,84.0,1.0,11320.83,2024-11-04 08:06:52,Dewasa Muda,Sedang,3,0.623064223437266,0.06116373456143868
121.91,2023-06-26 18:39:52,Debit,Chicago,Branch,60.0,Doctor,133.0,1.0,14510.8,2024-11-04 08:08:59,Paruh Baya,Sedang,3,2.348228344715225,-0.591725734351786
137.57,2023-12-11 17:26:22,Debit,Louisville,Online,54.0,Engineer,70.0,1.0,5103.67,2024-11-04 08:11:22,Paruh Baya,Sedang,0,0.47833796057324945,0.09437976375024103
534.62,2023-12-05 17:51:28,Debit,Oklahoma City,Online,55.0,Doctor,45.0,1.0,13793.53,2024-11-04 08:06:35,Paruh Baya,Besar,3,1.981388569760318,1.6577249712133173
